record_id,what_is_your_gender,in_which_year_of_your_studies_are_you_cu,what_was_your_bac_specialty,how_many_hours_per_week_do_you_spend_stu,where_do_you_prefer_to_study,you_prefer_to_study,what_learning_methods_do_help_you_unders,what_types_of_resources_do_you_use_most,do_you_use_a_planer_or_a_schedule_in_you,for_the_next_8_questions_you_will_have_a,2_second,3_third,4_fourth,5_fifth,6_sixth,7_seventh,8_eighth,other_problems_that_you_face,rate_your_satisfaction_with_the_school_s,do_you_engage_in_any_external_activities,your_level_of_motivation_for_joining_ens,how_much_do_you_like_the_field_of_artifi,how_do_other_s_feedback_influence_you,how_many_hours_do_you_sleep,how_well_do_you_handle_stress_and_pressu,in_a_scale_of_1_to_10_how_do_you_rate_yo,2_programming,3_computer_science,4_mathematics,4_forth,how_do_others_feedbacks_influence_you,1y_average
174,Female,Second year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials",YouTube videos,Yes,Private life problems,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,1.0,1.0,You do not care about,8 hours or more,3.0,8.0,8.0,5.0,6.0,Lack of time,Positively,15.0
87,Female,Second year,Science,26-33,In the school's library,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization","Books, Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Lack of motivation,3.0,No,4.0,5.0,You do not care about,5-7 hours,3.0,7.0,7.0,8.0,9.0,Lack of previous knowledge or experience in the field,Positively,13.0
173,Female,Third year,Science,18-25,In the school's library,Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,YouTube videos;ChatGpt,No,Private life problems,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,5.0,5.0,You do not care about,8 hours or more,1.0,7.0,7.0,6.0,5.0,Bad quality of internet,You do not care about,15.0
56,Female,Second year,Science,18-25,In your room (dorms),Alone,Learning by practicing,Books;Online tutorials;Online documents;YouTube videos,Yes,Pressure,Not having a good (powerful) computer,Teachers' teaching method,Lack of time,Private life problems,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,Lack of motivation,2.0,No,1.0,1.0,Positively,8 hours or more,3.0,8.0,7.0,9.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,12.0
85,Female,Third year,Science,26-33,At home,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Online tutorials;Online documents,No,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,2.0,4.0,Negatively,5-7 hours,5.0,8.0,7.0,6.0,7.0,Bad quality of internet,You do not care about,13.0
25,Female,Second year,Science,18-25,In your room (dorms),Alone,Learning by practicing,YouTube videos,Yes,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,3.0,No,4.0,4.0,You do not care about,5-7 hours,3.0,7.0,6.0,6.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,11.0
160,Male,Third year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Slides,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,4.0,You do not care about,5-7 hours,5.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,15.0
133,Female,Second year,Mathematics,18-25,In the school's library,Alone,Lectures;Learning by practicing;Online courses and tutorials,Books;Online tutorials;YouTube videos,Yes,Pressure,Lack of time,Bad quality of internet,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Procrastinating,3.0,Yes,5.0,4.0,Positively,5-7 hours,2.0,9.0,7.0,7.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
110,Female,Second year,Mathematics,18-25,In the school's library,In peer,"Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Teaching language,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,5-7 hours,2.0,9.0,5.0,5.0,7.0,Pressure,You do not care about,13.0
118,Male,Second year,Mathematics,10-17,At home,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, YouTube videos",No,Lack of time,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,4.0,8.0,8.0,7.0,7.0,Teaching language,Positively,14.0
137,Female,Fourth year,Technical maths,More than 41,In your room (dorms),Alone,Lectures;Learning by practicing;Online courses and tutorials,Books;Online documents,Yes,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",2.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,7.0,6.0,7.0,9.0,Unknown,Unknown,14.0
148,Female,Second year,Technical maths,18-25,At home,Alone,Learning by practicing;Online courses and tutorials,YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,5.0,2.0,You do not care about,5-7 hours,2.0,5.0,5.0,4.0,3.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
169,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Private life problems,Teaching language,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of motivation,3.0,Yes,5.0,5.0,You do not care about,8 hours or more,3.0,6.0,8.0,9.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
98,Female,Second year,Mathematics,18-25,At home,In peer,Learning by practicing;Online courses and tutorials,Online documents;YouTube videos,Yes,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of time,Bad quality of internet,Pressure,Teaching language,Private life problems,Not having a good (powerful) computer,Lack of motivation,1.0,No,3.0,3.0,Positively,5-7 hours,2.0,7.0,7.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,13.0
76,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing,Online documents,No,Pressure,Teaching language,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Lack of motivation,2.0,Yes,2.0,3.0,You do not care about,5-7 hours,4.0,6.0,8.0,9.0,7.0,Lack of time,You do not care about,13.0
183,Male,Third year,Science,26-33,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,4.0,5.0,Positively,5-7 hours,3.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,16.0
151,Male,Second year,Mathematics,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,5-7 hours,4.0,7.0,9.0,7.0,8.0,Teachers' teaching method,Negatively,14.0
16,Female,Second year,Science,26-33,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Bad quality of internet,Lack of time,Teachers' teaching method,Private life problems,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,5.0,Positively,8 hours or more,3.0,8.0,8.0,8.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,11.0
17,Male,Second year,Science,10-17,In your room (dorms),With a group,Learning by practicing,YouTube videos,No,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,1.0,4.0,You do not care about,8 hours or more,5.0,8.0,3.0,3.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,11.0
184,Male,Second year,Science,18-25,In your room (dorms),Alone,Learning by practicing,"Books, Online documents",No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,2.0,No,4.0,4.0,You do not care about,8 hours or more,3.0,8.0,9.0,9.0,8.0,Bad quality of internet,Negatively,16.0
83,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,Mind mapping and visualization;Online courses and tutorials,Books;Online documents,Yes,Lack of time,Pressure,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,3.0,3.0,Negatively,8 hours or more,2.0,7.0,6.0,6.0,7.0,Bad quality of internet,You do not care about,13.0
